rxn_id,reaction
38530,O=C(O[OH:1])c1cccc(Cl)c1.[cH:2]1[cH:3][cH:4][c:5]2[nH:6][c:7]([S:8][CH2:9][c:10]3[cH:11][n:12][c:13]4[cH:14][cH:15][cH:16][cH:17][n:18]34)[n:19][c:20]2[cH:21]1>>[O:1]=[S:8]([c:7]1[nH:6][c:5]2[cH:4][cH:3][cH:2][cH:21][c:20]2[n:19]1)[CH2:9][c:10]1[cH:11][n:12][c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]12
38531,O[C:1](=[O:2])[CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1.[NH2:11][C:12](=[O:13])[CH2:14][n:15]1[cH:16][cH:17][c:18]2[c:19]([NH2:20])[cH:21][cH:22][cH:23][c:24]2[c:25]1=[O:26]>>[C:1](=[O:2])([CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1)[NH:20][c:19]1[c:18]2[cH:17][cH:16][n:15]([CH2:14][C:12]([NH2:11])=[O:13])[c:25](=[O:26])[c:24]2[cH:23][cH:22][cH:21]1
38532,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([O:9][CH2:10][C:11](=[O:12])[N:13]2[C:14](=[O:15])[O:16][CH2:17][C@@H:18]2[CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1.[O:28]=[CH:29][c:30]1[cH:31][cH:32][c:33]([O:34][CH2:35][c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[cH:42][cH:43]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([O:9][C@H:10]([C:11](=[O:12])[N:13]2[C:14](=[O:15])[O:16][CH2:17][C@@H:18]2[CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[C@H:29]([OH:28])[c:30]2[cH:31][cH:32][c:33]([O:34][CH2:35][c:36]3[cH:37][cH:38][cH:39][cH:40][cH:41]3)[cH:42][cH:43]2)[cH:26][cH:27]1
38533,Cl[CH2:5][CH2:4][N:3]([CH2:2][CH2:1]Cl)[CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1.[CH3:13][C:14]([CH3:15])([CH3:16])[O:17][C:18](=[O:19])[N:20]1[CH2:21][CH:22]([NH2:23])[CH2:24]1>>[CH2:1]1[CH2:2][N:3]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:4][CH2:5][N:23]1[CH:22]1[CH2:21][N:20]([C:18]([O:17][C:14]([CH3:13])([CH3:15])[CH3:16])=[O:19])[CH2:24]1
38534,O=[C:1]1[C@@H:2]([CH3:3])[CH2:4][CH2:5][CH2:6][C@@H:7]([CH3:8])[NH:9]1>>[CH2:1]1[C@H:2]([CH3:3])[CH2:4][CH2:5][CH2:6][C@H:7]([CH3:8])[NH:9]1
38535,O[C:1]([c:2]1[c:3]([Br:4])[cH:5][cH:6][c:7]([CH3:8])[c:9]1[F:10])=[O:11].[CH3:12][CH2:13][CH2:14][CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([Br:21])[c:22]([OH:23])[c:24]1[F:25]>>[C:1]([c:2]1[c:3]([Br:4])[cH:5][cH:6][c:7]([CH3:8])[c:9]1[F:10])(=[O:11])[O:23][c:22]1[c:20]([Br:21])[cH:19][cH:18][c:17]([CH2:16][CH2:15][CH2:14][CH2:13][CH3:12])[c:24]1[F:25]
38536,O[C:1](=[O:2])[C:3](=[O:4])[N:5]1[CH2:6][CH2:7][CH:8]([CH2:9][c:10]2[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]2)[CH2:17][CH2:18]1.[N:19]#[C:20][c:21]1[cH:22][cH:23][cH:24][c:25]([NH2:26])[cH:27]1>>[C:1](=[O:2])([C:3](=[O:4])[N:5]1[CH2:6][CH2:7][CH:8]([CH2:9][c:10]2[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]2)[CH2:17][CH2:18]1)[NH:26][c:25]1[cH:24][cH:23][cH:22][c:21]([C:20]#[N:19])[cH:27]1
38537,I[CH3:1].[CH3:2][CH:3]([CH3:4])[CH2:5][n:6]1[c:7]([CH2:8][CH:9]([CH3:10])[OH:11])[n:12][c:13]2[cH:14][n:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[c:22]12>>[CH3:1][O:11][CH:9]([CH2:8][c:7]1[n:6]([CH2:5][CH:3]([CH3:2])[CH3:4])[c:22]2[c:13]([n:12]1)[cH:14][n:15][c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]21)[CH3:10]
38539,O[C:1]([C@@H:2]([NH:3][C:4]([O:5][CH3:6])=[O:7])[CH:8]([CH3:9])[CH3:10])=[O:11].[CH3:12][O:13][C:14](=[O:15])[C@@H:16]1[CH2:17][C@@H:18]([OH:19])[CH2:20][NH:21]1>>[C:1]([C@@H:2]([NH:3][C:4]([O:5][CH3:6])=[O:7])[CH:8]([CH3:9])[CH3:10])(=[O:11])[N:21]1[C@H:16]([C:14]([O:13][CH3:12])=[O:15])[CH2:17][C@@H:18]([OH:19])[CH2:20]1
38540,CO[C:1](=[O:2])[C@H:3]1[CH2:4][N:5]([c:6]2[cH:7][cH:8][c:9]3[c:10]([cH:11]2)[S:12][CH2:13][C:14](=[S:15])[N:16]3[CH3:17])[C:18](=[O:19])[O:20]1.[NH3:21]>>[C:1](=[O:2])([CH:3]1[CH2:4][N:5]([c:6]2[cH:7][cH:8][c:9]3[c:10]([cH:11]2)[S:12][CH2:13][C:14](=[S:15])[N:16]3[CH3:17])[C:18](=[O:19])[O:20]1)[NH2:21]
38541,Cl[C:1]([O:2][CH3:3])=[O:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][c:10]([CH2:11][CH2:12][NH2:13])[cH:14][cH:15]1>>[C:1]([O:2][CH3:3])(=[O:4])[NH:13][CH2:12][CH2:11][c:10]1[cH:9][cH:8][c:7]([O:6][CH3:5])[cH:15][cH:14]1
38542,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][c:4]2[cH:5][c:6]([O:7][c:8]3[cH:9][cH:10][c:11]([C:12]([NH2:13])=[O:14])[cH:15][cH:16]3)[cH:17][cH:18][c:19]2[CH2:20]1>>[NH:1]1[CH2:2][CH2:3][c:4]2[cH:5][c:6]([O:7][c:8]3[cH:9][cH:10][c:11]([C:12]([NH2:13])=[O:14])[cH:15][cH:16]3)[cH:17][cH:18][c:19]2[CH2:20]1
38543,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][N:4]([c:5]2[c:6]3[cH:7][c:8]([Cl:9])[c:10](-[c:11]4[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]4[F:18])[c:19]([O:20][CH3:21])[c:22]3[n:23][cH:24][n:25]2)[CH2:26][CH2:27]1>>[NH:1]1[CH2:2][CH2:3][N:4]([c:5]2[c:6]3[cH:7][c:8]([Cl:9])[c:10](-[c:11]4[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]4[F:18])[c:19]([O:20][CH3:21])[c:22]3[n:23][cH:24][n:25]2)[CH2:26][CH2:27]1
38545,O=[C:1]([CH2:2][CH3:3])[C:4]([F:5])([F:6])[F:7].[CH3:8][CH:9]([CH3:10])[N:11]([C:12](=[O:13])[c:14]1[cH:15][c:16]2[c:17]([cH:18][c:19]1[C:20]([F:21])([F:22])[F:23])[O:24][C:25]([CH3:27])([CH3:26])[C:28](=[O:29])[N:30]2[CH2:31][CH2:32][NH2:33])[C@@H:34]1[CH2:35][CH2:36][CH2:37][N:38]([C:39](=[O:40])[O:41][C:42]([CH3:43])([CH3:44])[CH3:45])[CH2:46]1>>[CH:1]([CH2:2][CH3:3])([C:4]([F:5])([F:6])[F:7])[NH:33][CH2:32][CH2:31][N:30]1[c:16]2[cH:15][c:14]([C:12]([N:11]([CH:9]([CH3:8])[CH3:10])[C@@H:34]3[CH2:35][CH2:36][CH2:37][N:38]([C:39](=[O:40])[O:41][C:42]([CH3:43])([CH3:44])[CH3:45])[CH2:46]3)=[O:13])[c:19]([C:20]([F:21])([F:22])[F:23])[cH:18][c:17]2[O:24][C:25]([CH3:26])([CH3:27])[C:28]1=[O:29]
38546,O=C1c2ccccc2C(=O)[N:1]1[CH2:2][CH2:3][O:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][O:10][CH2:11][CH2:12][C:13]([NH:14][c:15]1[cH:16][cH:17][cH:18][c:19]([CH:20]2[c:21]3[c:22]([c:23]([Cl:24])[cH:25][c:26]([Cl:27])[cH:28]3)[CH2:29][N:30]([CH3:31])[CH2:32]2)[cH:33]1)=[O:34]>>[NH2:1][CH2:2][CH2:3][O:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][O:10][CH2:11][CH2:12][C:13]([NH:14][c:15]1[cH:16][cH:17][cH:18][c:19]([CH:20]2[c:21]3[c:22]([c:23]([Cl:24])[cH:25][c:26]([Cl:27])[cH:28]3)[CH2:29][N:30]([CH3:31])[CH2:32]2)[cH:33]1)=[O:34]
38547,O=[C:1]([c:2]1[s:3][cH:4][c:5](-[c:6]2[cH:7][c:8]([C:9]([NH2:10])=[O:11])[c:12]3[nH:13][cH:14][c:15]([CH:16]4[CH2:17][CH2:18][N:19]([S:20]([CH2:21][CH3:22])(=[O:23])=[O:24])[CH2:25][CH2:26]4)[c:27]3[cH:28]2)[cH:29]1)[CH3:30].[CH2:31]1[CH2:32][CH2:33][NH:34][CH2:35]1>>[C@@H:1]([c:2]1[s:3][cH:4][c:5](-[c:6]2[cH:7][c:8]([C:9]([NH2:10])=[O:11])[c:12]3[nH:13][cH:14][c:15]([CH:16]4[CH2:17][CH2:18][N:19]([S:20]([CH2:21][CH3:22])(=[O:23])=[O:24])[CH2:25][CH2:26]4)[c:27]3[cH:28]2)[cH:29]1)([CH3:30])[N:34]1[CH2:33][CH2:32][CH2:31][CH2:35]1
38548,F[c:3]1[cH:4][c:5]([I:6])[c:7]2[c:8]([cH:9]1)[CH2:10][N:11]([CH2:12][c:13]1[cH:14][cH:15][c:16]([O:17][C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]1)[C:24]2=[O:25].[CH3:1][O-:2]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([I:6])[c:7]2[c:8]([cH:9]1)[CH2:10][N:11]([CH2:12][c:13]1[cH:14][cH:15][c:16]([O:17][C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]1)[C:24]2=[O:25]
38549,O=[C:1]([c:2]1[cH:3][cH:4][cH:5][nH:6]1)[CH:7]1[CH2:12][CH2:11][CH2:10][CH2:9][CH2:8]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][nH:6]1)[CH:7]1[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]1
38550,O1[C:1](=[O:2])[C:3]2=[C:4]([C:5]1=[O:6])[CH2:7][CH2:8][CH2:9][CH2:10]2.[NH2:11][c:12]1[c:13]([F:14])[cH:15][c:16]([Cl:17])[c:18]2[n:19][c:20]([Cl:21])[s:22][c:23]12>>[C:1]1(=[O:2])[C:3]2=[C:4]([C:5](=[O:6])[N:11]1[c:12]1[c:13]([F:14])[cH:15][c:16]([Cl:17])[c:18]3[n:19][c:20]([Cl:21])[s:22][c:23]13)[CH2:7][CH2:8][CH2:9][CH2:10]2
38551,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6].[CH3:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][O:13][c:14]1[c:15]([F:16])[cH:17][cH:18][c:19]([F:20])[c:21]1[OH:22]>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH3:6])[O:22][c:21]1[c:14]([O:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH3:7])[c:15]([F:16])[cH:17][cH:18][c:19]1[F:20]
38552,O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][n:7][nH:8][c:9]2[cH:10]1.[CH3:11][O:12][c:13]1[cH:14][c:15]2[c:16]([cH:17][c:18]1[O:19][CH3:20])[NH:21][C:22](=[O:23])[CH2:24]2>>[CH:1](\[c:2]1[cH:3][cH:4][c:5]2[cH:6][n:7][nH:8][c:9]2[cH:10]1)=[C:24]1\[c:15]2[cH:14][c:13]([O:12][CH3:11])[c:18]([O:19][CH3:20])[cH:17][c:16]2[NH:21][C:22]1=[O:23]
38553,Br[CH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13]1.[O:14]=[C:15]([OH:16])[CH2:17][C:18]1([NH:19][C:20](=[O:21])[O:22][CH2:23][c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[CH2:30][O:31][CH2:32]1>>[CH2:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13]1)[O:16][C:15](=[O:14])[CH2:17][C:18]1([NH:19][C:20](=[O:21])[O:22][CH2:23][c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[CH2:30][O:31][CH2:32]1
38555,Br[CH2:1][C:2](=[O:3])[OH:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[N:13]1[CH2:14][CH2:15][N:16]([C:17](=[O:18])[c:19]2[cH:20][nH:21][c:22]3[cH:23][c:24]([Cl:25])[cH:26][cH:27][c:28]23)[CH2:29][CH2:30]1>>[CH2:1]([C:2](=[O:3])[OH:4])[n:21]1[cH:20][c:19]([C:17]([N:16]2[CH2:15][CH2:14][N:13]([c:12]3[c:7]([O:6][CH3:5])[cH:8][cH:9][cH:10][cH:11]3)[CH2:30][CH2:29]2)=[O:18])[c:28]2[c:22]1[cH:23][c:24]([Cl:25])[cH:26][cH:27]2
38556,O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][O:10]2.[CH3:11][N:12]([C:13](=[O:14])[c:15]1[cH:16][c:17](=[O:18])[c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]2[o:26]1)[CH:27]1[CH2:32][CH2:31][NH:30][CH2:29][CH2:28]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][O:10]2)[N:30]1[CH2:29][CH2:28][CH:27]([N:12]([CH3:11])[C:13](=[O:14])[c:15]2[cH:16][c:17](=[O:18])[c:19]3[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]3[o:26]2)[CH2:32][CH2:31]1
38557,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[OH:9][CH2:10][CH2:11][c:12]1[cH:13][cH:14][c:15]([Br:16])[cH:17][cH:18]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[O:9][CH2:10][CH2:11][c:12]1[cH:13][cH:14][c:15]([Br:16])[cH:17][cH:18]1
38558,O=[N:1][c:2]1[c:3]([NH2:4])[n:5]([CH:6]2[CH2:7][CH2:8]2)[c:9](=[O:10])[n:11]([CH:12]2[CH2:14][CH2:13]2)[c:15]1=[O:16]>>[NH2:1][c:2]1[c:3]([NH2:4])[n:5]([CH:6]2[CH2:7][CH2:8]2)[c:9](=[O:10])[n:11]([CH:12]2[CH2:13][CH2:14]2)[c:15]1=[O:16]
38559,Br[CH2:1][C@H:2]([O:3][c:4]1[cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][O:11][CH3:12])[c:13]([O:14][CH3:15])[cH:16][cH:17]1)[CH:18]([CH3:20])[CH3:19].[C-:21]#[N:22]>>[CH2:1]([C@H:2]([O:3][c:4]1[cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][O:11][CH3:12])[c:13]([O:14][CH3:15])[cH:16][cH:17]1)[CH:18]([CH3:19])[CH3:20])[C:21]#[N:22]
38561,[CH3:1][S:2][CH2:3][CH2:4][C@H:5]([CH2:6][OH:7])[NH:8][C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15]>>[CH3:1][S:2][CH2:3][CH2:4][C@H:5]([CH:6]=[O:7])[NH:8][C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15]
38562,O[C:1]([c:2]1[cH:3][n:4][n:5]2[c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12](-[c:13]3[cH:14][c:15]([CH3:16])[c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]3)[n:24][c:25]12)=[O:26].[NH2:27][c:28]1[cH:29][cH:30][cH:31][c:32]([S:33](=[O:34])(=[O:35])[NH:36][CH:37]2[CH2:38][CH2:39]2)[cH:40]1>>[C:1]([c:2]1[cH:3][n:4][n:5]2[c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12](-[c:13]3[cH:14][c:15]([CH3:16])[c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]3)[n:24][c:25]12)(=[O:26])[NH:27][c:28]1[cH:29][cH:30][cH:31][c:32]([S:33](=[O:34])(=[O:35])[NH:36][CH:37]2[CH2:38][CH2:39]2)[cH:40]1
38563,Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1)(=[O:11])=[O:12].[CH3:13][NH:14][CH2:15][C:16](=[O:17])[N:18]([CH2:19][c:20]1[cH:31][cH:30][c:23]([CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]2)[cH:22][cH:21]1)[c:32]1[cH:33][cH:34][c:35]([C:36](=[O:37])[O:38][CH2:39][c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[c:46]([O:47][CH2:48][c:49]2[cH:50][cH:51][cH:52][cH:53][cH:54]2)[cH:55]1>>[S:1]([c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1)(=[O:11])(=[O:12])[N:14]([CH3:13])[CH2:15][C:16](=[O:17])[N:18]([CH2:19][c:20]1[cH:21][cH:22][c:23]([CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]2)[cH:30][cH:31]1)[c:32]1[cH:33][cH:34][c:35]([C:36](=[O:37])[O:38][CH2:39][c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[c:46]([O:47][CH2:48][c:49]2[cH:50][cH:51][cH:52][cH:53][cH:54]2)[cH:55]1
38564,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[n:11]1.[CH3:12][CH2:13][CH2:14][CH2:15][C:16]1([CH2:17][CH2:18][CH2:19][CH3:20])[CH2:21][CH2:22][c:23]2[c:24]([OH:25])[cH:26][cH:27][cH:28][c:29]2[C:30]1=[O:31]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[n:11]1)[O:25][c:24]1[c:23]2[c:29]([cH:28][cH:27][cH:26]1)[C:30](=[O:31])[C:16]([CH2:15][CH2:14][CH2:13][CH3:12])([CH2:17][CH2:18][CH2:19][CH3:20])[CH2:21][CH2:22]2
38565,CC(C)(C)OC(=O)[NH:1][CH:2]1[CH2:3][CH2:4][N:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]2)[CH2:18][CH2:19]1>>[NH2:1][CH:2]1[CH2:3][CH2:4][N:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]2)[CH2:18][CH2:19]1
38566,O=[C:1]([CH:2](Br)[CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1.[NH2:10][C:11](=[S:12])[NH:13][c:14]1[n:19][cH:18][cH:17][cH:16][n:15]1>>[c:1]1(-[c:4]2[cH:5][cH:6][cH:7][cH:8][n:9]2)[c:2]([CH3:3])[s:12][c:11]([NH:13][c:14]2[n:15][cH:16][cH:17][cH:18][n:19]2)[n:10]1
38567,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][N:15]3[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]3)[cH:21][cH:22]2)[CH2:23][CH2:24]1>>[NH:1]1[CH2:2][CH2:3][CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][N:15]3[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]3)[cH:21][cH:22]2)[CH2:23][CH2:24]1
38568,O=[CH:1][c:2]1[c:3]([CH3:4])[cH:5][c:6]([O:7][CH2:8][C:9]#[C:10][CH2:11][CH3:12])[c:13]([CH3:14])[c:15]1[CH3:16].[CH3:17][O:18][c:19]1[cH:20][c:21]([OH:22])[c:23]2[c:24]([c:25]1[C:26]([NH2:27])=[O:28])[O:29][C:30]1=[CH:31][C:32]([OH:33])=[C:34]([C:35]([CH3:36])=[O:37])[C:38](=[O:39])[C@@:40]21[CH3:41]>>[CH2:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([O:7][CH2:8][C:9]#[C:10][CH2:11][CH3:12])[c:13]([CH3:14])[c:15]1[CH3:16])[NH:27][C:26]([c:25]1[c:19]([O:18][CH3:17])[cH:20][c:21]([OH:22])[c:23]2[c:24]1[O:29][C:30]1=[CH:31][C:32]([OH:33])=[C:34]([C:35]([CH3:36])=[O:37])[C:38](=[O:39])[C@@:40]21[CH3:41])=[O:28]
38569,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][N:4]([c:5]2[c:6]([CH3:7])[cH:8][cH:9][cH:10][cH:11]2)[CH:12]([c:13]2[cH:14][cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][c:22]([S:23]([CH3:24])(=[O:25])=[O:26])[cH:27]3)[cH:28]2)[CH2:29]1>>[NH:1]1[CH2:2][CH2:3][N:4]([c:5]2[c:6]([CH3:7])[cH:8][cH:9][cH:10][cH:11]2)[CH:12]([c:13]2[cH:14][cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][c:22]([S:23]([CH3:24])(=[O:25])=[O:26])[cH:27]3)[cH:28]2)[CH2:29]1
38571,CCO[C:1](=[O:2])[c:3]1[c:4]([OH:5])[c:6]2[n:7][cH:8][c:9]([CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:17][c:18]2[n:19]([CH2:20][c:21]2[cH:22][cH:23][c:24]([S:25]([CH3:26])(=[O:27])=[O:28])[cH:29][cH:30]2)[c:31]1=[O:32].[NH2:33][CH2:34][c:35]1[cH:36][cH:37][cH:38][o:39]1>>[C:1](=[O:2])([c:3]1[c:4]([OH:5])[c:6]2[n:7][cH:8][c:9]([CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:17][c:18]2[n:19]([CH2:20][c:21]2[cH:22][cH:23][c:24]([S:25]([CH3:26])(=[O:27])=[O:28])[cH:29][cH:30]2)[c:31]1=[O:32])[NH:33][CH2:34][c:35]1[cH:36][cH:37][cH:38][o:39]1
38572,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([C:11]([NH2:12])=[O:13])[n:14][cH:15]2)[cH:16][cH:17]1.[NH2:18][CH2:19][CH2:20][c:21]1[cH:22][s:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]12>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([C:11]([NH2:12])=[O:13])[n:14][cH:15]2)[cH:16][cH:17]1)[NH:18][CH2:19][CH2:20][c:21]1[cH:22][s:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]12
38573,O[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6]([N:7]2[CH2:8][CH2:9][N:10]([CH2:11][CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]3)[C:18]2=[O:19])[s:20]1)=[O:21].[NH2:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][n:28][cH:29]1>>[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6]([N:7]2[CH2:8][CH2:9][N:10]([CH2:11][CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]3)[C:18]2=[O:19])[s:20]1)(=[O:21])[NH:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][n:28][cH:29]1
38575,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[CH3:9][c:10]1[cH:11][c:12]([C:13]([OH:14])([C:15]([F:16])([F:17])[F:18])[C:19]([F:20])([F:21])[F:22])[cH:23][c:24]([CH3:25])[c:26]1[NH:27][C:28](=[O:29])[c:30]1[cH:31][cH:32][cH:33][c:34]([NH2:35])[cH:36]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:35][c:34]1[cH:33][cH:32][cH:31][c:30]([C:28]([NH:27][c:26]2[c:10]([CH3:9])[cH:11][c:12]([C:13]([OH:14])([C:15]([F:16])([F:17])[F:18])[C:19]([F:20])([F:21])[F:22])[cH:23][c:24]2[CH3:25])=[O:29])[cH:36]1
38576,Cl[S:1]([CH3:2])(=[O:3])=[O:4].[CH3:5][C:6]([CH3:7])([CH3:8])[O:9][C:10](=[O:11])[N:12]1[CH2:13][CH2:14][CH:15]([CH2:16][OH:17])[CH2:18]1>>[S:1]([CH3:2])(=[O:3])(=[O:4])[O:17][CH2:16][CH:15]1[CH2:14][CH2:13][N:12]([C:10]([O:9][C:6]([CH3:5])([CH3:7])[CH3:8])=[O:11])[CH2:18]1
38577,Cl[CH2:1][c:2]1[n:3][c:4]([CH3:5])[s:6][cH:7]1.[CH3:8][O:9][CH2:10][CH2:11][O:12][c:13]1[cH:14][cH:15][c:16](-[c:17]2[c:18]([C:19]#[N:20])[c:21]([NH2:22])[n:23][c:24]([SH:25])[c:26]2[C:27]#[N:28])[cH:29][cH:30]1>>[CH2:1]([c:2]1[n:3][c:4]([CH3:5])[s:6][cH:7]1)[S:25][c:24]1[n:23][c:21]([NH2:22])[c:18]([C:19]#[N:20])[c:17](-[c:16]2[cH:15][cH:14][c:13]([O:12][CH2:11][CH2:10][O:9][CH3:8])[cH:30][cH:29]2)[c:26]1[C:27]#[N:28]
38578,Cl[CH2:1][c:2]1[cH:3][s:4][cH:5][n:6]1.[CH3:7][CH2:8][O:9][C:10](=[O:11])[N:12]1[CH2:13][CH2:14][CH:15]([NH:16][c:17]2[n:18][c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[nH:25]2)[CH2:26]1>>[CH2:1]([c:2]1[cH:3][s:4][cH:5][n:6]1)[n:25]1[c:17]([NH:16][CH:15]2[CH2:14][CH2:13][N:12]([C:10]([O:9][CH2:8][CH3:7])=[O:11])[CH2:26]2)[n:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]12
